// fs=100 nSamples=955
// frame=world
// origFName=data/neura-sparse01/rawimu/S02-Trial-Walk-1
// idx=1120,2074
ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3,gyr_1,gyr_2,gyr_3,mag_1,mag_2,mag_3
0.42145,-0.693008,-0.342204,-0.474358,9.910854,-1.787252,-3.333298,0.607258,0.199998,0.713732,0.887207,-0.364014,-0.574463
0.426179,-0.692281,-0.340744,-0.472242,9.962604,-1.790292,-3.435242,0.725404,0.22854,0.780167,0.887451,-0.375244,-0.567139
0.431465,-0.691376,-0.339154,-0.469905,9.980466,-1.696528,-2.750207,0.820363,0.263755,0.857362,0.883301,-0.38208,-0.564453
0.436928,-0.690573,-0.337206,-0.467434,10.063862,-1.54903,-2.471078,0.811466,0.278782,0.942383,0.883545,-0.390869,-0.554932
0.44251,-0.689915,-0.334856,-0.464838,10.320858,-1.615998,-1.728388,0.786093,0.290866,1.029331,0.881836,-0.404297,-0.529541
0.44779,-0.689671,-0.331782,-0.462341,10.564274,-1.62106,-1.385062,0.633852,0.310102,1.120419,0.875244,-0.415771,-0.555908
0.452891,-0.689728,-0.328165,-0.459863,10.692923,-2.340972,-2.239264,0.530695,0.321586,1.196881,0.873291,-0.422607,-0.544189
0.458072,-0.689899,-0.324381,-0.457151,10.778444,-2.645624,-2.437921,0.531292,0.299238,1.256198,0.878418,-0.44043,-0.550049
0.46347,-0.689932,-0.320481,-0.454403,11.368895,-3.144758,-1.867108,0.565705,0.331495,1.286196,0.869873,-0.454102,-0.526855
0.46919,-0.689708,-0.316517,-0.451642,11.628981,-3.264086,-1.813877,0.628896,0.379833,1.309437,0.865479,-0.463135,-0.537598
0.475016,-0.68933,-0.312154,-0.44916,12.039785,-2.871413,-1.200396,0.604343,0.476209,1.337493,0.854736,-0.479004,-0.525391
0.481065,-0.688796,-0.307344,-0.446852,12.296426,-2.97484,-1.836183,0.598692,0.57079,1.393568,0.85083,-0.49707,-0.524414
0.487262,-0.688189,-0.302036,-0.444686,12.486078,-2.637162,-2.200973,0.573043,0.653604,1.456601,0.844238,-0.508301,-0.505615
